Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Juan Hernangómez,PF,24,TOT,48,833,10.4,0.518,0.522,0.287,5.6,20.5,12.8,6.6,1.1,1,10.3,15.7,0.2,0.7,0.9,0.052,-2.2,-1.1,-3.4,-0.3
Juan Hernangómez,PF,24,DEN,34,422,6.9,0.442,0.545,0.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,0.007,-4,-1.2,-5.2,-0.3
Juan Hernangómez,PF,24,MIN,14,411,14.1,0.576,0.504,0.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,0.098,-0.4,-1,-1.5,0.1
Willy Hernangómez,C,25,CHO,31,375,19.2,0.576,0.158,0.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.4,0.4,0.8,0.107,0.6,-0.5,0.1,0.2
Tyler Herro,SG,20,MIA,55,1508,12.5,0.55,0.472,0.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,0.2,1.3,1.6,0.05,-0.4,-1.2,-1.6,0.1
Kevin Hervey,PF,23,OKC,10,52,5,0.315,0.741,0,2.2,22.7,12.7,13.9,0.9,1.7,0,22.8,-0.2,0.1,-0.1,-0.085,-4,-1.1,-5.1,0
Mario Hezonja,PF,24,POR,53,871,9.5,0.525,0.358,0.271,3.6,18.3,11,7.5,2,0.9,14.7,13.9,0.1,0.6,0.8,0.043,-3.1,0.2,-2.9,-0.2
Buddy Hield,SG,27,SAC,72,2216,16,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3,0.064,2.5,-1.4,1.1,1.7
George Hill,PG,33,MIL,59,1271,16.9,0.659,0.468,0.269,4.1,9.3,6.9,19,1.7,0.3,11.9,15.5,3.5,2.1,5.5,0.21,1.6,1.3,2.9,1.6
Solomon Hill,SF,28,TOT,59,1088,9.8,0.535,0.615,0.194,2.9,13,8.1,12.4,1.9,1,14.5,13.6,0.4,1.1,1.4,0.064,-2,0.3,-1.7,0.1
Solomon Hill,SF,28,MEM,48,901,10.2,0.549,0.631,0.163,2.9,13.8,8.4,13.4,1.6,0.7,13.8,13.4,0.5,0.8,1.4,0.072,-1.7,0.2,-1.4,0.1
Solomon Hill,SF,28,MIA,11,187,8.1,0.471,0.533,0.356,3.1,9.2,6.3,7.3,3.1,2.7,17.4,14.8,-0.2,0.3,0.1,0.023,-3.8,0.9,-2.9,0
Jaylen Hoard,SF,20,POR,13,103,14.9,0.504,0.094,0.406,14.4,18.1,16.2,5.3,2.3,0,9.6,17.2,0.1,0.1,0.2,0.093,-0.8,-1.1,-1.9,0
Aaron Holiday,PG,23,IND,66,1617,11.6,0.521,0.393,0.155,1.5,9,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0,-1.6,0.2
Jrue Holiday,SG,29,NOP,61,2117,17,0.537,0.344,0.181,3.8,10.9,7.3,29.1,2.2,1.9,14.5,24.5,2,1.9,3.9,0.088,1.6,0.2,1.8,2
Justin Holiday,SG,30,IND,73,1826,12.1,0.585,0.681,0.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,1.6,2.6,4.2,0.112,-0.5,1.8,1.3,1.5
Rondae Hollis-Jefferson,SF,25,TOR,60,1122,15.1,0.533,0.07,0.435,10.6,15.9,13.3,13.6,2,2,13.1,17.2,1.4,2,3.4,0.146,-1.2,1.5,0.3,0.6
Richaun Holmes,C,26,SAC,44,1242,19.7,0.681,0,0.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,3.4,1.5,4.9,0.19,0.3,0.6,1,0.9
Rodney Hood,SF,27,POR,21,619,12.2,0.625,0.413,0.157,1.7,10.4,6.1,7,1.3,0.6,9.4,13.9,0.9,0.2,1.1,0.084,-0.4,-0.5,-0.9,0.2
Al Horford,C,33,PHI,67,2025,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1,2.2,2.2
Talen Horton-Tucker,SG,19,LAL,6,81,12.3,0.535,0.433,0.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,0,0.2,0.1,0.07,-4,2,-2.1,0
Danuel House,SF,26,HOU,63,1913,11.3,0.572,0.659,0.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,0.091,-0.8,0,-0.7,0.6
Dwight Howard,C,34,LAL,69,1306,18.7,0.696,0.018,0.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,2.8,2.6,5.4,0.197,-1,1.2,0.2,0.7
William Howard,PF,26,HOU,2,13,-12.7,0,1,0,0,16.3,8.1,9.1,0,0,20,15.9,-0.1,0,-0.1,-0.357,-14.2,-5.4,-19.6,-0.1
Kevin Huerter,SG,21,ATL,56,1760,11.5,0.536,0.548,0.105,2.1,12,7,17.5,1.4,1.3,12,17.1,1,0.6,1.6,0.043,-0.7,-0.9,-1.6,0.2
De'Andre Hunter,SF,22,ATL,63,2018,8.6,0.521,0.445,0.211,2.3,13.1,7.6,8,1,0.7,12.1,17.5,-0.4,0.5,0.1,0.002,-2.9,-1.8,-4.7,-1.4
Chandler Hutchison,SF,23,CHI,28,527,12.4,0.521,0.217,0.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0,0.7,0.7,0.06,-2.7,0.1,-2.6,-0.1
Serge Ibaka,C,30,TOR,55,1485,17.3,0.583,0.272,0.185,8.3,23.5,16.1,8.6,0.9,3,13.1,24,1.2,2.7,3.9,0.126,0.1,0,0.1,0.8
Andre Iguodala,SG,36,MIA,21,418,10.5,0.507,0.534,0.17,4.7,15.7,10.4,16.9,1.6,5,21.6,12.7,0,0.6,0.6,0.065,-1.9,1.4,-0.5,0.2
Ersan İlyasova,PF,32,MIL,63,986,14.9,0.589,0.438,0.278,6.6,22.7,15.1,6.6,1.1,1.5,8.8,16.1,1.6,2,3.6,0.174,-0.3,0.8,0.4,0.6
Joe Ingles,SF,32,UTA,72,2137,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,0.108,0,0.7,0.7,1.5
Brandon Ingram,PF,22,NOP,62,2104,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2
Kyrie Irving,PG,27,BRK,20,658,26.2,0.595,0.341,0.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,2.1,0.8,2.9,0.21,6.7,0.9,7.7,1.6
Jonathan Isaac,SF,22,ORL,34,980,17.3,0.552,0.283,0.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,0.6,1.9,2.5,0.12,-0.5,2.9,2.3,1.1
Wesley Iwundu,SF,25,ORL,52,953,10.3,0.544,0.352,0.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,0.8,0.8,1.7,0.084,-2.7,0,-2.6,-0.2
Frank Jackson,PG,21,NOP,59,797,9.1,0.51,0.435,0.227,2.9,8.1,5.5,10.8,1,0.4,11.9,21.2,-0.2,0.3,0.2,0.01,-3.3,-2.2,-5.5,-0.7
Jaren Jackson Jr.,C,20,MEM,57,1622,16.3,0.593,0.489,0.247,3.6,13.2,8.5,7.2,1.2,5,10.6,24,1.6,1.8,3.5,0.103,0.3,0.1,0.4,1
Josh Jackson,SG,22,MEM,22,381,14.1,0.547,0.453,0.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,0.1,0.5,0.5,0.069,-1.1,1.1,0,0.2
Justin Jackson,PF,24,DAL,65,1045,9.5,0.496,0.478,0.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,0.6,0.6,1.2,0.054,-2.1,-1.3,-3.4,-0.4
Reggie Jackson,PG,29,TOT,31,743,13.7,0.529,0.445,0.166,2.5,10.8,6.7,26.2,0.8,0.6,12.7,23.1,0.6,0.5,1.1,0.073,0.8,-1.2,-0.4,0.3
Reggie Jackson,PG,29,DET,14,381,14.7,0.492,0.414,0.167,3.2,9.1,6.1,30.8,1,0.2,9.8,27,0.2,0.1,0.4,0.047,1.7,-2.2,-0.5,0.1
Reggie Jackson,PG,29,LAC,17,362,12.6,0.587,0.492,0.164,1.8,12.6,7.3,21.3,0.7,1,16.9,19.1,0.4,0.4,0.8,0.1,-0.1,-0.2,-0.3,0.2
Justin James,SG,23,SAC,36,232,11,0.477,0.345,0.25,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,-0.1,0.2,0.1,0.028,-1.4,-0.1,-1.4,0
LeBron James,PG,35,LAL,67,2316,25.5,0.577,0.326,0.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,6.2,3.6,9.8,0.204,6.6,1.8,8.4,6.1
Amile Jefferson,PF,26,ORL,18,74,8.9,0.372,0,1,14.1,19.5,16.7,7.2,0.7,3.7,13,13.5,0,0.1,0,0.023,-4.8,-1,-5.8,-0.1
DaQuan Jeffries,SG,22,SAC,13,141,11.2,0.586,0.45,0.15,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,0.2,0.1,0.3,0.1,-2.7,-1.1,-3.8,-0.1
Ty Jerome,PG,22,PHO,31,328,7.9,0.425,0.442,0.142,2.3,13.4,7.8,18.2,2.2,0.8,13,17.9,-0.3,0.3,0,-0.003,-4,0.1,-3.8,-0.2
Alize Johnson,SF,23,IND,17,118,13.3,0.509,0.276,0.345,15,29.4,22.3,7.7,1.2,1.5,17.3,15,0.1,0.2,0.3,0.111,-1.8,0.3,-1.5,0
B.J. Johnson,SF,24,ORL,10,83,5.4,0.412,0.281,0.313,3.8,16.1,9.7,5.1,1.8,0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9,-0.1
Cameron Johnson,PF,23,PHO,57,1255,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1,2.7,0.102,0.8,-0.4,0.3,0.7
James Johnson,PF,32,TOT,32,619,14.8,0.572,0.423,0.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,0.3,0.8,1.1,0.089,-1.1,1.1,0,0.3
James Johnson,PF,32,MIA,18,281,11.1,0.547,0.517,0.161,3.3,16.9,10.4,11.1,1,4.6,13.9,17,0,0.4,0.4,0.065,-2.6,0.8,-1.8,0
James Johnson,PF,32,MIN,14,338,17.9,0.588,0.359,0.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,0.109,0.1,1.5,1.6,0.3
Keldon Johnson,SF,20,SAS,17,301,19.1,0.711,0.247,0.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,0.8,0.2,1.1,0.174,1.5,0,1.5,0.3
Stanley Johnson,PF,23,TOR,25,150,9.9,0.454,0.407,0.271,5,20.6,13,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0,0.014,-3.9,1.4,-2.6,0
Tyler Johnson,SG,27,TOT,39,709,10.1,0.504,0.476,0.2,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18,0.3,0.5,0.7,0.05,-2,-0.9,-2.9,-0.2
Tyler Johnson,SG,27,PHO,31,515,8.1,0.481,0.485,0.187,2.1,9.2,5.6,13.3,1.1,1.4,11.5,17.3,-0.2,0.3,0.2,0.014,-3,-0.6,-3.6,-0.2
Tyler Johnson,SG,27,BRK,8,194,15.6,0.552,0.456,0.228,4.4,8.4,6.4,18.6,1,0.4,5.4,19.8,0.4,0.1,0.6,0.144,0.6,-1.7,-1.1,0
Nikola Jokić,C,24,DEN,73,2336,24.9,0.605,0.238,0.281,8,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2,7.4,5.5
Damian Jones,C,24,ATL,55,887,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,0.152,-1.6,0.1,-1.5,0.1
Derrick Jones Jr.,SF,22,MIA,59,1375,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1
Tyus Jones,PG,23,MEM,65,1232,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32,2.2,0.4,10.8,17.2,1.9,1.1,3,0.117,0.4,0.2,0.6,0.8
DeAndre Jordan,C,31,BRK,56,1234,19.9,0.682,0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3,2.2,5.2,0.2,1.2,1.8,3,1.5
Cory Joseph,PG,28,SAC,72,1759,10.1,0.517,0.386,0.17,2.7,9.4,6,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2,0
Mfiondu Kabengele,C,22,LAC,12,64,18.2,0.614,0.625,0.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,0.1,0.1,0.2,0.173,2.3,-0.1,2.2,0.1
Frank Kaminsky,C,26,PHO,39,777,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3
Enes Kanter,C,27,BOS,58,983,22.4,0.599,0.02,0.284,18,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9
Luke Kennard,SG,23,DET,28,922,14.4,0.589,0.535,0.219,1.1,11.1,6,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,0.1,1.1,-1.4,-0.3,0.4
Stanton Kidd,SF,27,UTA,4,15,-13.7,0,0.333,0,0,21.3,11,8,0,0,40,14.6,-0.1,0,-0.1,-0.327,-15.7,-1.3,-17,-0.1
Michael Kidd-Gilchrist,SF-PF,26,TOT,25,281,4.2,0.416,0.303,0.212,5.3,20.4,12.8,7.1,0.3,1.9,18.1,13.7,-0.4,0.2,-0.2,-0.03,-6.3,-1.1,-7.4,-0.4
Michael Kidd-Gilchrist,PF,26,CHO,12,160,6.1,0.421,0.321,0.17,5.9,18.4,11.9,9.5,0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.028,-5.3,-1.6,-6.9,-0.2
Michael Kidd-Gilchrist,SF,26,DAL,13,121,1.7,0.395,0.231,0.385,4.4,23.1,13.9,4,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.032,-7.6,-0.4,-8,-0.2
Louis King,SF,20,DET,10,62,6.2,0.448,0.524,0.143,1.8,16.7,9.2,11.8,1.6,0,8.2,17.1,-0.1,0,0,-0.007,-5.1,-1.1,-6.2,-0.1
Maxi Kleber,C,28,DAL,74,1890,13.6,0.605,0.621,0.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,0.123,0.4,0,0.4,1.1
Brandon Knight,PG,28,TOT,25,462,8.5,0.503,0.784,0.204,1,9.1,5,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3
Brandon Knight,PG,28,CLE,16,241,5.4,0.431,0.744,0.151,1.4,7.9,4.6,18,1,0.7,14.9,19.1,-0.3,0,-0.3,-0.062,-3.9,-2.7,-6.7,-0.3
Brandon Knight,PG,28,DET,9,221,11.9,0.576,0.827,0.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,0.046,0.5,-2.5,-2,0
Kevin Knox,SF,20,NYK,65,1166,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7
John Konchar,SG,23,MEM,19,181,18,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,0.182,2.5,2,4.5,0.3
Furkan Korkmaz,SG,22,PHI,72,1559,12,0.579,0.632,0.181,1.3,10.6,6,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1,-1.3,0.3
Luke Kornet,C,24,CHI,36,559,12.7,0.539,0.578,0.15,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.6,1.1,0.091,-0.9,-0.2,-1.2,0.1
Kyle Korver,SF,38,MIL,58,960,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,0.124,-0.6,0.7,0.1,0.5
Rodions Kurucs,PF,21,BRK,47,684,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.8,-2.8,-0.1
Kyle Kuzma,PF,24,LAL,61,1526,12.2,0.531,0.407,0.232,3.8,15.7,9.8,7.6,0.9,1.5,11,22.9,0.1,1.9,2,0.063,-1.6,-1,-2.6,-0.2
Skal Labissière,C,23,POR,33,567,15.4,0.588,0.088,0.224,12.1,19,15.6,10.1,0.6,4.7,15.7,14.3,1,0.4,1.4,0.119,-1.5,0.2,-1.3,0.1
Jeremy Lamb,SG,27,IND,46,1291,14,0.547,0.33,0.23,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5
Romeo Langford,SG,20,BOS,32,370,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1,2,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3
Zach LaVine,SG,24,CHI,60,2085,19.4,0.568,0.404,0.279,2.1,13.8,7.7,21.7,2,1.3,13.3,31.7,1.8,2.2,4,0.091,3.2,-0.8,2.4,2.4
Vic Law,SF,24,ORL,8,62,3.7,0.363,0.389,0.333,3.4,16.2,9.6,6.7,1.6,0,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.1,-2.5,-9.6,-0.1
Jake Layman,PF,25,MIN,23,505,10.3,0.544,0.402,0.179,3.4,8.7,6,4.4,1.6,1.6,11.1,17.7,0,0.3,0.3,0.03,-2.7,-1,-3.7,-0.2
T.J. Leaf,PF,22,IND,28,222,12.9,0.451,0.209,0.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20,-0.1,0.4,0.3,0.061,-2.5,0.1,-2.4,0
Jalen Lecque,PG,19,PHO,5,32,2.7,0.46,0.4,0.2,0,7,3.5,8.6,0,0,15.5,17.1,0,0,0,-0.065,-7.1,-2.9,-10,-0.1
Courtney Lee,SG,34,DAL,24,345,10.8,0.629,0.573,0.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.092,-2.1,1.5,-0.6,0.1
Damion Lee,SG,27,GSW,49,1423,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1
Alex Len,C,26,TOT,55,970,17.7,0.6,0.185,0.329,11.1,25.2,18,7.9,1.1,4.3,13.1,18.1,1.5,1,2.5,0.122,-0.5,-0.3,-0.7,0.3
Alex Len,C,26,ATL,40,745,17.5,0.59,0.215,0.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,1.1,0.6,1.8,0.113,-0.2,-0.2,-0.4,0.3
Alex Len,C,26,SAC,15,225,18.2,0.64,0.051,0.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,0.4,0.3,0.7,0.15,-1.3,-0.3,-1.6,0
Kawhi Leonard,SF,28,LAC,57,1848,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1
Meyers Leonard,C,27,MIA,51,1034,10.6,0.627,0.547,0.12,3.4,24,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,0.096,-1.3,0.4,-0.9,0.3
Caris LeVert,SG,25,BRK,45,1330,16.1,0.514,0.301,0.269,3.9,10.7,7.4,25,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5
Damian Lillard,PG,29,POR,66,2474,26.9,0.627,0.5,0.384,1.4,10.5,6,34.4,1.3,0.8,11,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9
Nassir Little,PF,19,POR,48,573,9.6,0.505,0.391,0.291,5.7,13.9,9.9,5,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.047,-2.9,-0.6,-3.5,-0.2
Kevon Looney,C,23,GSW,20,262,9.4,0.403,0.177,0.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0,0.006,-4.8,-0.8,-5.6,-0.2
Brook Lopez,C,31,MIL,68,1817,15,0.551,0.484,0.227,3.4,13,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2,1.9
Robin Lopez,C,31,MIL,66,958,10.2,0.554,0.351,0.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,0.077,-3,0.4,-2.6,-0.2
Kevin Love,PF,31,CLE,56,1780,17.9,0.599,0.536,0.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.3,3.8,0.101,2.6,-0.5,2,1.8
Kyle Lowry,PG,33,TOR,58,2098,17.7,0.59,0.58,0.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,0.171,2.2,1,3.2,2.8
Timothé Luwawu-Cabarrot,SG,24,BRK,47,853,11,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1
Trey Lyles,PF,24,SAS,63,1271,12.6,0.557,0.49,0.131,6,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1,2.2,0.083,-0.5,-0.7,-1.2,0.3
Daryl Macon,SG,24,MIA,4,14,-3.1,0.5,0.667,0,0,0,0,9.7,0,0,40,15.7,0,0,0,-0.161,-7,-4.4,-11.4,0
J.P. Macura,SG,24,CLE,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.022,-5.2,-1.2,-6.4,0
Josh Magette,PG,30,ORL,8,38,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0
Ian Mahinmi,C,33,WAS,38,808,14.2,0.545,0.124,0.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.083,-2.8,0,-2.7,-0.2
Thon Maker,C,22,DET,60,776,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1
Terance Mann,SG,23,LAC,41,362,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.8,1.2,-1.6,0
Boban Marjanović,C,31,DAL,44,422,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3
Lauri Markkanen,PF,22,CHI,50,1492,14.3,0.56,0.536,0.259,4.2,19.7,11.6,7.6,1.4,1.5,11,21.1,1,1.6,2.6,0.084,0.2,-0.8,-0.6,0.5
Caleb Martin,SF,24,CHO,18,317,12,0.595,0.44,0.25,3.3,10,6.5,11.1,1.9,2,13.9,15,0.3,0.2,0.5,0.081,-1.6,0.6,-1,0.1
Cody Martin,SF,24,CHO,48,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1,0.052,-3.1,1,-2.2,0
Jeremiah Martin,PG,23,BRK,9,99,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1
Kelan Martin,SF,24,MIN,31,495,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1,-4.3,-0.3
Frank Mason III,PG,25,MIL,9,118,16.9,0.53,0.412,0.333,4.5,11.1,8,35,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0,0.1
Garrison Mathews,SG,23,WAS,18,227,13.1,0.691,0.821,0.607,2.8,9,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1
Wesley Matthews,SG,33,MIL,67,1635,8.1,0.547,0.704,0.161,1.4,8.2,5,7.1,1.1,0.5,8.7,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1
Luc Mbah a Moute,PF,33,HOU,3,25,6.4,0.425,0.4,0.4,4.2,4.2,4.2,0,3.7,0,14.5,11.4,0,0,0,-0.008,-5.2,-2.2,-7.4,0
Patrick McCaw,SF,24,TOR,37,908,7.3,0.5,0.438,0.111,2.3,7.6,5,11.5,2,0.4,14.6,9.4,0.2,1.2,1.4,0.075,-3.6,1.8,-1.8,0
CJ McCollum,SG,28,POR,70,2556,17,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6
T.J. McConnell,PG,27,IND,71,1326,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2,0.7,18.9,17.5,1.7,1.7,3.3,0.121,0.1,0.4,0.5,0.8
Jalen McDaniels,PF,22,CHO,16,293,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.4,0.1,-3.3,-0.1
Doug McDermott,PF,28,IND,69,1372,14.4,0.62,0.537,0.106,2.1,11.7,7,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0,0.7
JaVale McGee,C,32,LAL,68,1130,19.4,0.652,0.02,0.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,2.2,2.4,4.7,0.198,-0.6,2.1,1.5,1
Rodney McGruder,SG,28,LAC,56,871,6.7,0.477,0.492,0.188,3.6,14.2,9,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1,0.055,-3.7,0.8,-3,-0.2
Alfonzo McKinnie,SF,27,CLE,40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5
Jordan McLaughlin,PG,23,MIN,30,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0,0.3,0.3
Ben McLemore,SG,26,HOU,71,1619,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8,16,2.2,1.1,3.3,0.099,0,-0.6,-0.5,0.6
Jordan McRae,SG,28,TOT,37,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,0.4,0.4,0.7,0.044,0,-1.5,-1.5,0.1
Jordan McRae,SG,28,WAS,29,654,15.2,0.523,0.334,0.262,2.7,15.1,8.7,19.1,1.4,2,9.7,24.9,0.4,0.3,0.7,0.051,0.8,-1.2,-0.4,0.3
Jordan McRae,SG,28,DEN,4,32,16.7,0.58,0.667,0.667,3.5,14,8.8,15.6,3.1,2.9,0,10.5,0.1,0,0.1,0.201,1.1,1.4,2.5,0
